name,institution,homepage,scholarid,region,country
Oliver Deussen,University of Konstanz,https://www.cgmi.uni-konstanz.de/en/persons/prof-dr-oliver-deussen,y3j0c80AAAAJ,europe,de
Oliver Diessel,UNSW,http://www.cse.unsw.edu.au/~odiessel,mVtckacAAAAJ,australasia,au
Oliver E. Theel,University of Oldenburg,https://uol.de/svs/personen/oliver-theel,NOSCHOLARPAGE,europe,de
Oliver Eulenstein,Iowa State University,http://www.cs.iastate.edu/~oeulenst,HWF6UxgAAAAJ,north america,us
Oliver G. Staadt,University of Rostock,http://vcg.informatik.uni-rostock.de/~ostaadt,I1hnzusAAAAJ,europe,de
Oliver Hohlfeld,University of Kassel,https://www.ohohlfeld.com,2dy3cC4AAAAJ,europe,de
Oliver Kennedy,University at Buffalo,https://cse.buffalo.edu/~okennedy,9Q9tiCsAAAAJ,north america,us
Oliver Keszöcze,TU Clausthal,https://www.ifi.tu-clausthal.de/ueber-uns/personen/keszoecze-oliver-prof-dr,mGiqyPMAAAAJ,europe,de
Oliver Kohlbacher,University of Tübingen,https://kohlbacherlab.org/oliver_kohlbacher,8sb5XNIAAAAJ,europe,de
Oliver Kramer 0001,University of Oldenburg,https://uol.de/en/computingscience/ci/team/oliver-kramer,EDDLkW0AAAAJ,europe,de
Oliver Krancher,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/oliver-krancher(f14f4742-c9d8-4a34-b8e2-d713c3a1f437).html,4EqBYO0AAAAJ,europe,dk
Oliver Lemon,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/oliver-lemon.htm,YYWptO4AAAAJ,europe,gb
Oliver Matias van Kaick,Carleton University,http://people.scs.carleton.ca/~olivervankaick,IfvyBBUAAAAJ,north america,ca
Oliver Michel,Illinois Institute of Technology,https://www.iit.edu/directory/people/oliver-michel,qWwItckAAAAJ,north america,us
Oliver Obst,Western Sydney University,https://www.westernsydney.edu.au/staff_profiles/WSU/associate_professor_oliver_obst,m6n603wAAAAJ,australasia,au
Oliver Ray,University of Bristol,https://www.cs.bris.ac.uk/~oray,3vwgzlUAAAAJ,europe,gb
Oliver Rose,Bundeswehr University Munich,https://www.unibw.de/technische-informatik/mitarbeiter/professoren/univ-prof-dr-oliver-rose,CJqlQKQAAAAJ,europe,de
Oliver S. Cossairt,Northwestern University,http://compphotolab.northwestern.edu,QxxseqsAAAAJ,north america,us
Oliver S. Schneider,University of Waterloo,http://oliverschneider.ca,dc2aKrEAAAAJ,north america,ca
Oliver Schneider 0006,University of Waterloo,http://oliverschneider.ca,dc2aKrEAAAAJ,north america,ca
Oliver Schulte,Simon Fraser University,http://www.cs.sfu.ca/~oschulte,NOSCHOLARPAGE,north america,ca
Oliver W. W. Yang,University of Ottawa,http://www.site.uottawa.ca/~yang,NOSCHOLARPAGE,north america,ca
Oliver Yang,University of Ottawa,http://www.site.uottawa.ca/~yang,NOSCHOLARPAGE,north america,ca
Oliver van Kaick,Carleton University,http://people.scs.carleton.ca/~olivervankaick,IfvyBBUAAAAJ,north america,ca
Olivier Alata,Université Jean Monnet,http://perso.univ-st-etienne.fr/ao29170h,ClqgTp8AAAAJ,europe,fr
Olivier Caron,CRIStAL,https://www.cristal.univ-lille.fr/profil/carono,NOSCHOLARPAGE,europe,fr
Olivier Danvy,National University of Singapore,https://www.yale-nus.edu.sg/faculty/olivier-danvy,OZJGoVoAAAAJ,asia,sg
Olivier Glück,Ecole Normale Superieure de Lyon,http://perso.univ-lyon1.fr/olivier.gluck,NOSCHOLARPAGE,europe,fr
Olivier Laurent 0001,Ecole Normale Superieure de Lyon,https://perso.ens-lyon.fr/olivier.laurent,UXrN6aUAAAAJ,europe,fr
Olivier Markowitch,Université libre de Bruxelles,https://qualsec.ulb.ac.be/people/olivier-markowitch,wfBB0CAAAAAJ,europe,be
Olivier Tremblay Savard,University of Manitoba,http://www.cs.umanitoba.ca/~tremblao,UAzcju4AAAAJ,north america,ca
Olof B. Widlund,New York University,https://www.cs.nyu.edu/widlund,NOSCHOLARPAGE,north america,us
Olof Torgersson,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/olof-torgersson.aspx,NOSCHOLARPAGE,europe,se
Oluwafemi Olukoya,Queen's University Belfast,https://pure.qub.ac.uk/en/persons/oluwafemi-olukoya,GMYDZ3MAAAAJ,europe,gb
Oluwasanmi Koyejo,Univ. of Illinois at Urbana-Champaign,http://sanmi.cs.illinois.edu,EaaOeJwAAAAJ,north america,us
Olya Ohrimenko,University of Melbourne,https://people.eng.unimelb.edu.au/oohrimenko,lzfVm_8AAAAJ,australasia,au
Olympia Hadjiliadis,CUNY,http://userhome.brooklyn.cuny.edu/ohadjiliadis,8hPyBHsAAAAJ,north america,us
Om P. Damani,IIT Bombay,https://www.cse.iitb.ac.in/~damani,lcRCUawAAAAJ,asia,in
Om Pal,University of Delhi,http://people.du.ac.in/~ompal,ri4xFn8AAAAJ,asia,in
Om Prakash Jena,Ravenshaw University,https://ravenshawuniversity.ac.in/?page_id=31149,5IXeRc0AAAAJ,asia,in
Omaima Bamasak,King Abdulaziz University,http://obamasek.kau.edu.sa/CVEn.aspx?Site_ID=0004371&Lng=EN,3qPi9-8AAAAJ,asia,sa
Omaima Bamasaq,King Abdulaziz University,http://obamasek.kau.edu.sa/CVEn.aspx?Site_ID=0004371&Lng=EN,3qPi9-8AAAAJ,asia,sa
Omaimah Bamasag,King Abdulaziz University,http://obamasek.kau.edu.sa/CVEn.aspx?Site_ID=0004371&Lng=EN,3qPi9-8AAAAJ,asia,sa
Omaimah Omar Bamasag,King Abdulaziz University,http://obamasek.kau.edu.sa/CVEn.aspx?Site_ID=0004371&Lng=EN,3qPi9-8AAAAJ,asia,sa
Omar Abdelkafi,CRIStAL,https://www.cristal.univ-lille.fr/profil/abdelkafi,Cz2bqtoAAAAJ,europe,fr
Omar Abdul Wahab 0001,Polytechnique Montreal,https://www.polymtl.ca/expertises/abdul-wahab-omar,tOoV5csAAAAJ,north america,ca
Omar Adwan,University of Jordan,https://twitter.com/adwani22,IS_2z0sAAAAJ,asia,jo
Omar AlZoubi,JUST,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=oaalzoubi,349QjhcAAAAJ,asia,jo
Omar Almousa,JUST,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=osalmousa,lx2beTMAAAAJ,asia,jo
Omar Alzoubi,JUST,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=oaalzoubi,349QjhcAAAAJ,asia,jo
Omar Badreddin,University of Texas - El Paso,http://hb2504.utep.edu/vitas/obbadreddin.pdf,xAXp0WYAAAAJ,north america,us
Omar Bahy Badreddin,University of Texas - El Paso,http://hb2504.utep.edu/vitas/obbadreddin.pdf,xAXp0WYAAAAJ,north america,us
Omar Chowdhury,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/OmarChowdhury,8QhYsz8AAAAJ,north america,us
Omar Fawzi,Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/omar.fawzi,eAHAxi0AAAAJ,europe,fr
Omar Inverso,GSSI,https://www.gssi.it/people/professors/lectures-computer-science/item/1018-inverso-omar,fCxc_xwAAAAJ,europe,it
Omar M. Knio,KAUST,https://sri-uq.kaust.edu.sa/Pages/Knio.aspx,KuvOKcwAAAAJ,asia,sa
Omar Mubin,Western Sydney University,https://www.westernsydney.edu.au/staff_profiles/WSU/associate_professor_omar_mubin,4uczEzUAAAAJ,australasia,au
Omar P. Vilela Neto,UFMG,http://homepages.dcc.ufmg.br/~omar,0IqBxoIAAAAJ,southamerica,br
Omar Paranaiba Vilela Neto,UFMG,http://homepages.dcc.ufmg.br/~omar,0IqBxoIAAAAJ,southamerica,br
Omar Rivasplata,University of Manchester,https://research.manchester.ac.uk/en/persons/omar-rivasplata,sYdUCVQAAAAJ,europe,gb
Omar Saadi,Mohammed VI Polytechnic University,https://cc.um6p.ma/people/Omar.SAADI,95WV3c4AAAAJ,africa,ma
Omayma Bamasak,King Abdulaziz University,http://obamasek.kau.edu.sa/CVEn.aspx?Site_ID=0004371&Lng=EN,3qPi9-8AAAAJ,asia,sa
Omer Ben-Porat,Technion,https://sites.google.com/site/omerbp,GGHVmOsAAAAJ,europe,il
Omer F. Rana,Cardiff University,https://www.cardiff.ac.uk/people/view/118157-rana-omer,TboOBAMAAAAJ,europe,gb
Omer Farooq Rana,Cardiff University,https://www.cardiff.ac.uk/people/view/118157-rana-omer,TboOBAMAAAAJ,europe,gb
Omer Khan,University of Connecticut,https://khan.engr.uconn.edu,st4QwPEAAAAJ,north america,us
Omer Levy,Tel Aviv University,https://www.cs.tau.ac.il/~levyomer,PZVd2h8AAAAJ,europe,il
Omer Paneth,Tel Aviv University,https://people.csail.mit.edu/omerpa,yORoyhsAAAAJ,europe,il
Omer Rana 0001,Cardiff University,https://www.cardiff.ac.uk/people/view/118157-rana-omer,TboOBAMAAAAJ,europe,gb
Omer Reingold,Stanford University,https://omereingold.wordpress.com,TD9RhcgAAAAJ,north america,us
Omer Tamuz,California Institute of Technology,http://tamuz.caltech.edu,Fvh5mcwAAAAJ,north america,us
Omid Abari,Univ. of California - Los Angeles,https://web.cs.ucla.edu/~omid,4rihlSYAAAAJ,north america,us
Omid Ardakanian,University of Alberta,http://webdocs.cs.ualberta.ca/~oardakan,iubNLCIAAAAJ,north america,ca
Omid Salehi-Abari,Univ. of California - Los Angeles,https://web.cs.ucla.edu/~omid,4rihlSYAAAAJ,north america,us
Omkant Pandey,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/OmkantPandey,Av4MFGAAAAAJ,north america,us
Omprakash G. Kakde,VNIT Nagpur,https://vnit.ac.in/engineering/cse/dr-o-g-kakde,E5ErZ2UAAAAJ,asia,in
Omprakash Gnawali,University of Houston,http://www2.cs.uh.edu/~gnawali,1INvq7wAAAAJ,north america,us
Omri Abend,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~oabend,BD_hRzYAAAAJ,europe,il
Omri Azencot,Ben-Gurion University of the Negev,https://omriazencot.com,MEGuRmAAAAAJ,europe,il
Omri Ben-Eliezer,Technion,https://omribene.cs.technion.ac.il,SYpADC4AAAAJ,europe,il
Omri Ross,University of Copenhagen,https://di.ku.dk/english/staff/vip/?pure=en/persons/295505,aevQE00AAAAJ,europe,dk
Omri Weinstein,Hebrew University of Jerusalem,http://www.cs.columbia.edu/~omri,oRi9TIwAAAAJ,europe,il
Ondrej Cepek,Charles University,http://ktiml.mff.cuni.cz/~cepek,NOSCHOLARPAGE,europe,cz
Ondrej Chum,Czech Technical University,http://cmp.felk.cvut.cz/~chum,4T42Ke0AAAAJ,europe,cz
Ondrej Kuzelka,Czech Technical University,http://ida.fel.cvut.cz/~kuzelka,QWmpgVgAAAAJ,europe,cz
Ondrej Lengál,Brno University of Technology,https://www.fit.vut.cz/person/lengal,m3bsxv4AAAAJ,europe,cz
Ondrej Lhoták,University of Waterloo,https://plg.uwaterloo.ca/~olhotak,kLg3RgsAAAAJ,north america,ca
Ondrej Pangrác,Charles University,https://iuuk.mff.cuni.cz/~pangrac,D7ekBKkAAAAJ,europe,cz
Ondrej Rysavý,Brno University of Technology,https://www.fit.vut.cz/person/rysavy,iiRqlKAAAAAJ,europe,cz
Onofre Trindade Júnior,USP-ICMC,http://icmc.usp.br/pessoas?id=170745,NOSCHOLARPAGE,southamerica,br
Onur Demirörs,Izmir Institute of Technology,http://ceng.iyte.edu.tr/people/onur-demirors,zYKpvl4AAAAJ,europe,tr
Onur Mutlu,ETH Zurich,https://people.inf.ethz.ch/omutlu,7XyGUGkAAAAJ,europe,ch
Onur Tolga Sehitoglu,Middle East Technical University,http://user.ceng.metu.edu.tr/~onur,LPq1cFgAAAAJ,europe,tr
Onyeka Ezenwoye,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=oezenwoye,WzzzVvoAAAAJ,north america,us
Ophir Frieder,Georgetown University,http://people.cs.georgetown.edu/~ophir,uUXCSMkAAAAJ,north america,us
Or D. Dantsker,Indiana University,https://luddy.indiana.edu/contact/profile/index.html?Or_Dantsker,gohaofoAAAAJ,north america,us
Or Haim Anidjar,Ariel University,https://cris.ariel.ac.il/en/persons/or-haim-anidjar,Rlz6X2UAAAAJ,europe,il
Or Litany,Technion,https://orlitany.github.io,Ihs8dwsAAAAJ,europe,il
Or Meir,University of Haifa,http://cs.haifa.ac.il/~ormeir,x0gElB0AAAAJ,europe,il
Or Sheffet,Bar-Ilan University,https://www.eng.biu.ac.il/sheffeo1,Zp2LpwUAAAAJ,europe,il
Orcun Goksel,Uppsala University,http://goksel.org,Ue7-bkkAAAAJ,europe,se
Oren Glickman,Bar-Ilan University,https://cs.biu.ac.il/~glikmao,WWPHtjIAAAAJ,europe,il
Oren Kurland,Technion,https://dds.technion.ac.il/academicstaff/oren-kurland,iQe3aW8AAAAJ,europe,il
Oren Salzman,Technion,https://orensalzman.com,wCNY8ZYAAAAJ,europe,il
Oren Weimann,University of Haifa,http://www.cs.haifa.ac.il/~oren,LA5uaDcAAAAJ,europe,il
Orestis Telelis,University of Piraeus,https://www.ds.unipi.gr/en/faculty/telelis-en,NOSCHOLARPAGE,europe,gr
Ori Lahav 0001,Tel Aviv University,https://www.cs.tau.ac.il/~orilahav,4VmkC4gAAAAJ,europe,il
Ori Rottenstreich,Technion,https://sites.google.com/site/orirottenstreich,w2cRIPgAAAAJ,europe,il
Orit Peleg,University of Colorado Boulder,https://www.peleglab.com,xH5Ryy4AAAAJ,north america,us
Orland Hoeber,University of Regina,http://www.cs.uregina.ca/People/Profiles/OrlandHoeber.html,ffjlLQUAAAAJ,north america,ca
Orlando Gomes Loques Filho,UFF,http://www2.ic.uff.br/~loques,KlPc9LgAAAAJ,southamerica,br
Orlando Lee,UNICAMP,http://www.ic.unicamp.br/~lee,b9ExoosAAAAJ,southamerica,br
Orlando Loques,UFF,http://www2.ic.uff.br/~loques,KlPc9LgAAAAJ,southamerica,br
Orna Bernholtz,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~ornak,5o111aIAAAAJ,europe,il
Orna Kupferman,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~ornak,5o111aIAAAAJ,europe,il
Ornela Dardha,University of Glasgow,https://www.gla.ac.uk/schools/computing/staff/orneladardha,nXneHtMAAAAJ,europe,gb
Orr Dunkelman,University of Haifa,http://www.cs.haifa.ac.il/~orrd,4U4aLiYAAAAJ,europe,il
Orran Krieger,Boston University,https://www.bu.edu/eng/profile/orran-krieger,96QTY3cAAAAJ,north america,us
Orçun Göksel,Uppsala University,http://goksel.org,Ue7-bkkAAAAJ,europe,se
Osama Halabi,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/osama_halabi.php,jYUTRTcAAAAJ,asia,qa
Osama Shata,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/osama.php,SgSSzKIAAAAJ,asia,qa
Osamu Tatebe,University of Tsukuba,http://www.hpcs.cs.tsukuba.ac.jp/~tatebe/index.html,xo0xrM4AAAAJ,asia,jp
Osamu Watanabe 0001,Tokyo Institute of Technology,http://tcs.c.titech.ac.jp,d7xpGDUAAAAJ,asia,jp
Osbert Bastani,University of Pennsylvania,https://obastani.github.io,cxYepGkAAAAJ,north america,us
Oscar Avila,Universidad de los Andes,http://profesores.virtual.uniandes.edu.co/oj.avila,sBulnrkAAAAJ,southamerica,co
Oscar Chaparro,College of William and Mary,https://ojcchar.github.io,B90VFVYAAAAJ,north america,us
Oscar Cánovas Reverte,University of Murcia,http://webs.um.es/ocanovas/miwiki/doku.php,iAPkCb8AAAAJ,europe,es
Oscar E. Meruvia Pastor,Memorial University of Newfoundland,https://www.mun.ca/computerscience/people/omeruvia.php,fDH4lPYAAAAJ,north america,ca
Oscar Fontenla-Romero,University of A Coruña,https://pdi.udc.es/en/File/Pdi/JU29E,J1gBZh0AAAAJ,europe,es
Oscar González 0001,Universidad de los Andes,https://sistemasacademico.uniandes.edu.co/~o-gonza1,RPqeGp0AAAAJ,southamerica,co
Oscar González Rojas,Universidad de los Andes,https://sistemasacademico.uniandes.edu.co/~o-gonza1,RPqeGp0AAAAJ,southamerica,co
Oscar H. Ibarra,Univ. of California - Santa Barbara,https://sites.cs.ucsb.edu/~ibarra,NOSCHOLARPAGE,north america,us
Oscar Marius Nierstrasz,University of Bern,http://scg.unibe.ch/staff/oscar,Yi00hUYAAAAJ,europe,ch
Oscar Mendez Maldonado,University of Surrey,http://oscarmendez.co.uk,BK3u-3EAAAAJ,europe,gb
Oscar Meruvia,Memorial University of Newfoundland,https://www.mun.ca/computerscience/people/omeruvia.php,fDH4lPYAAAAJ,north america,ca
Oscar Meruvia Pastor,Memorial University of Newfoundland,https://www.mun.ca/computerscience/people/omeruvia.php,fDH4lPYAAAAJ,north america,ca
Oscar Meruvia-Pastor,Memorial University of Newfoundland,https://www.mun.ca/computerscience/people/omeruvia.php,fDH4lPYAAAAJ,north america,ca
Oscar Nierstrasz,University of Bern,http://scg.unibe.ch/staff/oscar,Yi00hUYAAAAJ,europe,ch
Oscar Pedreira,University of A Coruña,https://lbd.udc.es/ShowResearcherInformation.do?id=98,w_r4yFAAAAAJ,europe,es
Oscar Peter Buneman,University of Edinburgh,http://homepages.inf.ed.ac.uk/opb,d9bq04sAAAAJ,europe,gb
Oskar Skibski,University of Warsaw,http://www.mimuw.edu.pl/~oski,1mk4ZnUAAAAJ,europe,pl
Oskar von Stryk,TU Darmstadt,http://www.sim.informatik.tu-darmstadt.de,TmbrLRMAAAAJ,europe,de
Osman Abul,TOBB ETÜ,http://osmanabul.etu.edu.tr,fG9v1bwAAAAJ,europe,tr
Osman Balci,Virginia Tech,http://manta.cs.vt.edu/balci,NOSCHOLARPAGE,north america,us
Osmar Norberto de Souza,PUC-RS,http://www.inf.pucrs.br/~osmarns,W7Qu_twAAAAJ,southamerica,br
Osmar R. Zaïane,University of Alberta,https://webdocs.cs.ualberta.ca/~zaiane,j-W_RNYAAAAJ,north america,ca
Osmar Zaïane,University of Alberta,https://webdocs.cs.ualberta.ca/~zaiane,j-W_RNYAAAAJ,north america,ca
Oswin Aichholzer,Graz University of Technology,http://www.ist.tugraz.at/aichholzer,y8u3o-kAAAAJ,europe,at
Oswin Krause,University of Copenhagen,https://di.ku.dk/english/staff/vip/?pure=en/persons/440348,5ER3NYoAAAAJ,europe,dk
Otfried Cheong,KAIST,http://www.otfried.org,NOSCHOLARPAGE,asia,kr
Otfried Schwarzkopf,KAIST,http://www.otfried.org,NOSCHOLARPAGE,asia,kr
Othon Michail,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/othon-michail,GqUUp1IAAAAJ,europe,gb
Otmar Hilliges,ETH Zurich,http://ait.ethz.ch/people/hilliges,NOSCHOLARPAGE,europe,ch
Otto Spaniol,RWTH Aachen University,https://www.comsys.rwth-aachen.de/team/otto-spaniol,NOSCHOLARPAGE,europe,de
Otto Visser,TU Delft,https://www.tudelft.nl/en/eemcs/the-faculty/departments/software-technology/computer-science-engineering-teaching-team/people/otto-visser,ZR3_Y1oAAAAJ,europe,nl
Otto W. Visser,TU Delft,https://www.tudelft.nl/en/eemcs/the-faculty/departments/software-technology/computer-science-engineering-teaching-team/people/otto-visser,ZR3_Y1oAAAAJ,europe,nl
Ouhyoung Ming,National Taiwan University,https://www.csie.ntu.edu.tw/~ming,UmUdIEgAAAAJ,asia,tw
Ouri E. Wolfson,Univ. of Illinois at Urbana-Champaign,https://www.cs.uic.edu/~wolfson,zGSP_osAAAAJ,north america,us
Ouri Wolfson,Univ. of Illinois at Urbana-Champaign,https://www.cs.uic.edu/~wolfson,zGSP_osAAAAJ,north america,us
Oussama Khatib,Stanford University,http://cs.stanford.edu/group/manips/people/oussama-khatib,4arkOLcAAAAJ,north america,us
Oussama Metatla,University of Bristol,https://www.ousmet.com,g7p3SB4AAAAJ,europe,gb
Outi Räihä,Tampere University,https://www.tuni.fi/en/outi-sievi-korte,dS7rKkgAAAAJ,europe,fi
Outi Sievi-Korte,Tampere University,https://www.tuni.fi/en/outi-sievi-korte,dS7rKkgAAAAJ,europe,fi
Ovidiu Daescu,University of Texas at Dallas,http://www.utdallas.edu/~daescu,NOSCHOLARPAGE,north america,us
Owen Arden,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~owen,CiBRJ_EAAAAJ,north america,us
Owen Conlan,Trinity College Dublin,https://www.scss.tcd.ie/Owen.Conlan,2g6sNZYAAAAJ,europe,ie
Owen Rambow,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/OwenRambow,AWNL69MAAAAJ,north america,us
Owolabi Legunsen,Cornell University,https://www.cs.cornell.edu/~legunsen,Cmn6vXsAAAAJ,north america,us
Oya Aran,De La Salle University,http://www.oyaaran.com,dGXwrtEAAAAJ,asia,ph
Oya Kalipsiz,Yıldız Technical University,https://www.ce.yildiz.edu.tr/personal/kalipsiz?lang=en,LkzBOiUAAAAJ,europe,tr
Oyekunle A. Olukotun,Stanford University,http://arsenalfc.stanford.edu/kunle,IzXDyR8AAAAJ,north america,us
Oyewole Kayode Oyekoya,CUNY,https://wolex.com,qxBRsSQAAAAJ,north america,us
Oyewole Oyekoya,CUNY,https://wolex.com,qxBRsSQAAAAJ,north america,us
Ozcan Ozturk 0001,Bilkent University,http://www.cs.bilkent.edu.tr/~ozturk,YZQ0KIcAAAAJ,europe,tr
Ozgun Pinarer,Galatasaray University,https://avesis.gsu.edu.tr/opinarer,s0jOxwMAAAAJ,europe,tr
Ozgur Akgun,University of St Andrews,https://ozgurakgun.github.io,heG7k-gAAAAJ,europe,gb
Ozlem O. Garibay,University of Central Florida,https://www.cecs.ucf.edu/faculty/ozlem-ozmen-garibay,0RKzNtIAAAAJ,north america,us
Oznur Tastan,Sabancı University,http://people.sabanciuniv.edu/otastan,8ljjXmEAAAAJ,europe,tr
P. David Stotts,University of North Carolina,http://www.cs.unc.edu/~stotts,NOSCHOLARPAGE,north america,us
P. Deepak 0001,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=d.padmanabhan,YC60F-YAAAAJ,europe,gb
P. J. Narayanan,IIIT Hyderabad,https://www.iiit.ac.in/~pjn,3HKjt_IAAAAJ,asia,in
P. J. P. McMullan,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=p.p.mcmullan,NOSCHOLARPAGE,europe,gb
P. K. Srijith,IIT Hyderabad,https://cse.iith.ac.in/?q=People/Faculty,C1YpEWsAAAAJ,asia,in
P. Katerinis,AUEB,http://www.aueb.gr/pages_en/graduate/masters.php,NOSCHOLARPAGE,europe,gr
P. Krishna Gummadi [SWS],Max Planck Society,https://www.mpi-sws.org/~gummadi,Bz3APTsAAAAJ,europe,de
P. Krishna Reddy,IIIT Hyderabad,http://faculty.iiit.ac.in/~pkreddy,XIgl8kUAAAAJ,asia,in
P. L. Kilpatrick,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=p.kilpatrick,OlitxFsAAAAJ,europe,gb
P. Madhusudan,Univ. of Illinois at Urbana-Champaign,http://madhu.cs.illinois.edu,V828uG8AAAAJ,north america,us
P. Manisha,IIT Gandhinagar,https://sites.google.com/view/manishapadala/home,xV1WKDkAAAAJ,asia,in
P. P. Chakrabarti,IIT Kharagpur,http://cse.iitkgp.ac.in/~ppchak,yq-ekN8AAAAJ,asia,in
P. P. Chakrabarti 0001,IIT Kharagpur,http://cse.iitkgp.ac.in/~ppchak,yq-ekN8AAAAJ,asia,in
P. Patrick van der Smagt,TU Munich,https://brml.org/people/smagt,5ybzvbsAAAAJ,europe,de
P. Radha Krishna 0001,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16934,JFzGHMIAAAAJ,asia,in
P. Roberto Oliveira,UFRJ,http://www.cos.ufrj.br/index.php/pt-BR/pessoas/details/18/1045-poliveir,55Or75UAAAAJ,southamerica,br
P. Sadayappan,University of Utah,http://www.cs.utah.edu/~saday,JN4tlsMAAAAJ,north america,us
P. Sateesh Kumar,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+drpskfec.html,jc0x_v8AAAAJ,asia,in
